name,state,ingredients,calories_per_100g,spice_level,sweet_level,salty_level,sour_level,bitter_level,taste(0/1),prep_time,cook_time,diet_type_veg,diet_type_nonveg,diet_type_fast,diet_type_jain,diet_type_halal,meal_breakfast,meal_brunch,meal_lunch,meal_snack,meal_dinner,course_soup,course_salad,course_appetizer(starter),course_maincourse,course_sidedish,course_dessert,course_beverage,popularity,health_score,clean_name,clean_ingredients,popularity_score,cluster
Neer More,Karnataka,"buttermilk, ginger, curry leaves",50,0.3,0.1,0.4,0.5,0.1,1,5,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,high,0.9,neer more,buttermilk,0.9,10
Udupi Sambar,Karnataka,"lentils, vegetables, tamarind",120,0.6,0.1,0.5,0.4,0.1,1,20,30,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,high,0.8,udupi sambar,lentils,0.9,10
Kori Kempu,Karnataka,"chicken, red chili, garlic",230,0.9,0.1,0.6,0.1,0.1,1,20,25,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6,kori kempu,chicken,0.9,9
Hesarubele Kosambari,Karnataka,"moong dal, cucumber, lemon",90,0.2,0.1,0.4,0.3,0.1,1,15,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,med,0.9,hesarubele kosambari,moong dal,0.5,11
Pineapple Gojju,Karnataka,"pineapple, jaggery, spices",140,0.4,0.6,0.3,0.7,0.1,1,15,20,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,med,0.7,pineapple gojju,pineapple,0.5,2
Aralu Usli,Karnataka,"sprouts, coconut, spices",120,0.5,0.1,0.5,0.2,0.1,1,20,15,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,med,0.9,aralu usli,sprouts,0.5,10
Kashi Halwa,Karnataka,"pumpkin, ghee, sugar",280,0.1,0.9,0.1,0.1,0.1,1,20,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.4,kashi halwa,pumpkin,0.9,3
Mandakki Usli,Karnataka,"puffed rice, vegetables, spices",160,0.6,0.1,0.6,0.2,0.1,1,15,10,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.7,mandakki usli,puffed rice,0.9,5
Bele Saru,Karnataka,"lentils, coconut, spices",140,0.5,0.1,0.5,0.2,0.1,1,15,25,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,med,0.8,bele saru,lentils,0.5,10
Thambuli,Karnataka,"buttermilk, herbs, coconut",80,0.3,0.1,0.4,0.5,0.2,1,10,5,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,med,0.9,thambuli,buttermilk,0.5,10
Coorg Pandi Barthad,Karnataka,"pork, vinegar, spices",270,0.8,0.1,0.7,0.3,0.1,1,30,45,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,high,0.5,coorg pandi barthad,pork,0.9,13
Kori Rotti Biryani,Karnataka,"chicken, rice wafers, spices",290,0.7,0.1,0.7,0.1,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,kori rotti biryani,chicken,0.9,9
Gulla Bajji,Karnataka,"green eggplant, chickpea flour, spices",180,0.6,0.1,0.5,0.1,0.2,1,15,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7,gulla bajji,green eggplant,0.5,10
Kotte Kadubu,Karnataka,"rice, coconut, jackfruit leaves",200,0.2,0.3,0.3,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,med,0.7,kotte kadubu,rice,0.5,5
Haalbai,Karnataka,"rice, coconut, jaggery",260,0.1,0.8,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.5,haalbai,rice,0.9,1
Nargisi Kofta,Karnataka,"eggs, minced meat, yogurt",240,0.6,0.1,0.6,0.2,0.1,1,30,30,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,med,0.6,nargisi kofta,eggs,0.5,10
Sabakki Payasa,Karnataka,"sago, milk, sugar",200,0.1,0.8,0.1,0.1,0.1,1,10,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.5,sabakki payasa,sago,0.9,3
Tambuli Paddu,Karnataka,"rice, urad dal, buttermilk",160,0.4,0.1,0.5,0.3,0.1,1,30,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,med,0.8,tambuli paddu,rice,0.5,5
Mamsam Pepper Fry,Karnataka,"mutton, black pepper, curry leaves",250,0.9,0.1,0.7,0.1,0.2,1,20,40,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6,mamsam pepper fry,mutton,0.9,4
Pundi,Karnataka,"rice, coconut, cumin",180,0.3,0.1,0.5,0.1,0.1,1,30,20,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,med,0.7,pundi,rice,0.5,5
Mangalore Biscuit Roti,Karnataka,"wheat flour, butter, sugar",280,0.1,0.5,0.3,0.1,0.1,1,20,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.5,mangalore biscuit roti,wheat flour,0.9,14
Bele Payasa,Karnataka,"lentils, jaggery, coconut milk",220,0.1,0.7,0.2,0.1,0.1,1,15,25,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.6,bele payasa,lentils,0.5,3
Alasande Payasa,Karnataka,"black-eyed peas, jaggery, coconut milk",200,0.1,0.6,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.7,alasande payasa,blackeyed peas,0.5,1
Goli Baje,Karnataka,"maida flour, yogurt, spices",220,0.5,0.1,0.6,0.2,0.1,1,15,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5,goli baje,maida flour,0.9,7
Haal Bai,Karnataka,"rice, coconut, jaggery",270,0.1,0.8,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.5,haal bai,rice,0.5,1
Mysore Rasam,Karnataka,"tomatoes, lentils, spices",80,0.7,0.1,0.5,0.6,0.1,1,15,20,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,high,0.8,mysore rasam,tomatoes,0.9,8
Donne Biryani,Karnataka,"rice, meat/vegetables, spices",260,0.8,0.1,0.7,0.1,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,donne biryani,rice,0.9,5
Kodubale,Karnataka,"rice flour, chickpea flour, spices",240,0.6,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6,kodubale,rice flour,0.9,5
Mushroom Sukka,Karnataka,"mushrooms, coconut, spices",160,0.7,0.1,0.6,0.1,0.1,1,15,20,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,med,0.8,mushroom sukka,mushrooms,0.5,10
Kori Ajadina,Karnataka,"chicken, coconut, spices",230,0.8,0.1,0.6,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,kori ajadina,chicken,0.9,9
Talippu Saru,Karnataka,"lentils, tamarind, coconut",110,0.5,0.1,0.5,0.4,0.1,1,15,25,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,med,0.8,talippu saru,lentils,0.5,10
Beetroot Palya,Karnataka,"beetroot, coconut, spices",90,0.4,0.2,0.5,0.1,0.1,1,10,15,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,med,0.9,beetroot palya,beetroot,0.5,0
Udupi Rasam,Karnataka,"tomatoes, pepper, cumin",70,0.6,0.1,0.5,0.5,0.1,1,15,20,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,high,0.9,udupi rasam,tomatoes,0.9,10
Kadalekai Usli,Karnataka,"peanuts, coconut, spices",200,0.5,0.1,0.6,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7,kadalekai usli,peanuts,0.5,10
Koli Saaru,Karnataka,"chicken, coconut, spices",180,0.7,0.1,0.6,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,high,0.7,koli saaru,chicken,0.9,9
Chakkuli,Karnataka,"rice flour, urad dal, spices",230,0.4,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6,chakkuli,rice flour,0.9,5
Rave Unde,Karnataka,"semolina, coconut, sugar",190,0.1,0.7,0.2,0.1,0.1,1,20,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.6,rave unde,semolina,0.5,3
Neer Dose,Karnataka,"rice, coconut, cumin",140,0.2,0.1,0.4,0.1,0.1,1,480,10,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,high,0.7,neer dose,rice,0.9,5
Menthya Soppina Palya,Karnataka,"fenugreek leaves, coconut, spices",80,0.6,0.1,0.5,0.2,0.3,1,15,15,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,med,0.9,menthya soppina palya,fenugreek leaves,0.5,11
Dhuska,Jharkhand,"rice, chickpeas, spices",250,0.4,0.1,0.5,0.1,0.1,1,30,20,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.6,dhuska,rice,0.9,5
Pittha,Jharkhand,"rice flour, stuffing (varies)",220,0.3,0.2,0.4,0.1,0.1,1,40,30,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.7,pittha,rice flour,0.9,5
Rugra,Jharkhand,"mushroom, spices",100,0.5,0.1,0.4,0.2,0.2,1,15,20,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.9,rugra,mushroom,0.5,10
Bamboo Shoots Curry,Jharkhand,"bamboo shoots, spices",120,0.6,0.1,0.5,0.3,0.2,1,20,30,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,bamboo shoots curry,bamboo shoots,0.5,8
Litti Chokha,Jharkhand,"wheat flour, sattu, spices",300,0.7,0.1,0.6,0.2,0.2,1,60,40,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,high,0.7,litti chokha,wheat flour,0.9,7
Chilka Roti,Jharkhand,"rice, chana dal",180,0.2,0.1,0.3,0.1,0.1,1,20,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.8,chilka roti,rice,0.9,5
Mahua Ladoo,Jharkhand,"mahua flower, jaggery",280,0.1,0.9,0.1,0.1,0.2,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.5,mahua ladoo,mahua flower,0.5,3
Arsa,Jharkhand,"rice flour, jaggery",260,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5,arsa,rice flour,0.9,1
Jadoh,Jharkhand,"rice, pork/chicken, spices",280,0.6,0.1,0.7,0.2,0.1,1,30,45,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,jadoh,rice,0.9,5
Malpua,Jharkhand,"flour, milk, sugar",300,0.1,0.9,0.2,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.4,malpua,flour,0.9,14
Jharkhand Dal,Jharkhand,"arhar dal, garlic, spices",160,0.5,0.1,0.5,0.2,0.1,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.9,jharkhand dal,arhar dal,0.9,0
Koinar Saag,Jharkhand,"koinar leaves, garlic, spices",80,0.4,0.1,0.4,0.3,0.3,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.9,koinar saag,koinar leaves,0.5,11
Sangor,Jharkhand,"rice flour, jaggery",240,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6,sangor,rice flour,0.5,1
Chawal Roti,Jharkhand,"rice flour, water",180,0.1,0.1,0.2,0.1,0.1,1,15,10,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.7,chawal roti,rice flour,0.9,5
Kurthi Dal,Jharkhand,"horse gram, spices",140,0.5,0.1,0.5,0.2,0.2,1,15,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.9,kurthi dal,horse,0.5,0
Putka,Jharkhand,"rice flour, jaggery",220,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6,putka,rice flour,0.5,1
Handia,Jharkhand,"rice, herbs",120,0.2,0.3,0.2,0.3,0.2,1,120,30,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,high,0.5,handia,rice,0.9,5
Marua Roti,Jharkhand,"finger millet flour, water",150,0.2,0.1,0.3,0.1,0.2,1,15,10,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.9,marua roti,finger millet flour,0.9,7
Desi Chicken Curry,Jharkhand,"chicken, spices, onion",220,0.7,0.1,0.6,0.2,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,desi chicken curry,chicken,0.9,9
Charpa,Jharkhand,"mutton, spices",280,0.8,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,charpa,mutton,0.9,4
Sattu ka Sharbat,Jharkhand,"roasted gram flour, water, sugar",100,0.1,0.4,0.2,0.1,0.2,1,5,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8,sattu ka sharbat,roasted flour,0.9,7
Ghugni,Jharkhand,"black chickpeas, spices",180,0.6,0.1,0.5,0.2,0.1,1,30,30,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.8,ghugni,black chickpeas,0.9,10
Thekua,Jharkhand,"wheat flour, jaggery",280,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5,thekua,wheat flour,0.9,14
Chana Ghugni,Jharkhand,"chickpeas, spices",170,0.5,0.1,0.5,0.2,0.1,1,30,30,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.8,chana ghugni,chickpeas,0.9,10
Dudhauri,Jharkhand,"milk, rice",200,0.1,0.5,0.2,0.1,0.1,1,10,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.7,dudhauri,milk,0.5,1
Jharkhand Style Fish Curry,Jharkhand,"fish, mustard oil, spices",200,0.7,0.1,0.6,0.3,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,jharkhand style fish curry,fish,0.9,13
Baiganee,Jharkhand,"eggplant, gram flour, spices",150,0.6,0.1,0.5,0.2,0.3,1,15,20,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,med,0.7,baiganee,eggplant,0.5,10
Aloo Chokha,Jharkhand,"potatoes, spices, mustard oil",140,0.5,0.1,0.6,0.2,0.1,1,15,20,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,high,0.7,aloo chokha,potatoes,0.9,5
Khichdi,Jharkhand,"rice, lentils, spices",180,0.3,0.1,0.4,0.1,0.1,1,10,30,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.9,khichdi,rice,0.9,5
Til Barfi,Jharkhand,"sesame seeds, jaggery",300,0.1,0.8,0.2,0.1,0.2,1,20,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.6,til barfi,sesame seeds,0.5,3
Chakod Pitha,Jharkhand,"rice flour, jaggery, coconut",240,0.1,0.7,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6,chakod pitha,rice flour,0.5,1
Dhuska Chutney,Jharkhand,"green chilies, coriander, garlic",30,0.8,0.1,0.5,0.3,0.2,1,10,5,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,high,0.9,dhuska chutney,green chilies,0.9,8
Koinar Saag Pakora,Jharkhand,"koinar leaves, gram flour, spices",180,0.6,0.1,0.5,0.3,0.2,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7,koinar saag pakora,koinar leaves,0.5,11
Mudhi Ghanto,Jharkhand,"puffed rice, potatoes, spices",200,0.5,0.2,0.6,0.1,0.1,1,15,20,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.7,mudhi ghanto,puffed rice,0.9,5
Jharkhand Style Mutton Curry,Jharkhand,"mutton, onions, tomatoes, spices",280,0.8,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,jharkhand style mutton curry,mutton,0.9,4
Lai Saag,Jharkhand,"mustard greens, garlic, chili",70,0.6,0.1,0.4,0.3,0.3,1,15,20,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,med,0.9,lai saag,mustard greens,0.5,10
Sattu Paratha,Jharkhand,"wheat flour, roasted gram flour, spices",230,0.5,0.1,0.5,0.1,0.2,1,20,15,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.7,sattu paratha,wheat flour,0.9,7
Bamboo Shoot Pickle,Jharkhand,"bamboo shoots, mustard oil, spices",90,0.7,0.1,0.8,0.6,0.2,1,30,20,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,med,0.7,bamboo shoot pickle,bamboo shoots,0.5,12
Jharkhand Style Pork Curry,Jharkhand,"pork, onions, ginger-garlic, spices",300,0.8,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,high,0.5,jharkhand style pork curry,pork,0.9,13
Kera Dudhauri,Jharkhand,"banana, milk, sugar",180,0.1,0.7,0.1,0.2,0.1,1,10,15,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,med,0.7,kera dudhauri,banana,0.5,3
Rugra Tarkari,Jharkhand,"mushroom, potatoes, spices",130,0.6,0.1,0.5,0.2,0.2,1,20,30,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,rugra tarkari,mushroom,0.5,10
Madua Roti,Jharkhand,"ragi flour, water",140,0.2,0.1,0.3,0.1,0.2,1,15,10,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.9,madua roti,ragi flour,0.9,7
Jharkhand Style Egg Curry,Jharkhand,"eggs, onions, tomatoes, spices",180,0.7,0.1,0.6,0.3,0.1,1,15,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,jharkhand style egg curry,eggs,0.9,10
Mahua Ladoo with Khoya,Jharkhand,"mahua flower, khoya, sugar",300,0.1,0.9,0.1,0.1,0.2,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.4,mahua ladoo with khoya,mahua flower,0.5,3
Chana Dal Pittha,Jharkhand,"rice flour, chana dal, spices",210,0.4,0.2,0.5,0.1,0.1,1,40,30,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,high,0.7,chana dal pittha,rice flour,0.9,5
Jharkhand Style Chilli Chicken,Jharkhand,"chicken, bell peppers, soy sauce, chili",220,0.9,0.2,0.7,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.6,jharkhand style chilli chicken,chicken,0.9,9
Makka Roti,Jharkhand,"corn flour, water",160,0.2,0.1,0.3,0.1,0.1,1,15,10,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.8,makka roti,corn flour,0.9,7
Torani,Jharkhand,"rice water, salt",50,0.1,0.1,0.4,0.2,0.1,1,5,5,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.8,torani,rice water,0.5,5
Kera Malpua,Jharkhand,"banana, flour, milk, sugar",280,0.1,0.8,0.2,0.2,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,high,0.5,kera malpua,banana,0.9,3
Desi Chicken Roast,Jharkhand,"chicken, yogurt, spices",240,0.8,0.1,0.6,0.2,0.1,1,30,45,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,high,0.7,desi chicken roast,chicken,0.9,9
Jharkhand Style Lentil Soup,Jharkhand,"mixed lentils, garlic, cumin",120,0.4,0.1,0.5,0.2,0.1,1,15,30,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,high,0.9,jharkhand style lentil soup,mixed lentils,0.9,10
Sattu Cooler,Jharkhand,"roasted gram flour, water, lemon, mint",80,0.2,0.3,0.3,0.4,0.1,1,5,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,high,0.9,sattu cooler,roasted flour,0.9,7
Dhuska Chaat,Jharkhand,"dhuska pieces, chickpeas, chutneys",220,0.6,0.2,0.7,0.4,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6,dhuska chaat,dhuska pieces,0.9,8
Jharkhand Style Stuffed Brinjal,Jharkhand,"eggplant, peanuts, coconut, spices",160,0.7,0.2,0.6,0.2,0.3,1,25,20,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,jharkhand style stuffed brinjal,eggplant,0.5,10
Arsa with Fennel Seeds,Jharkhand,"rice flour, jaggery, fennel seeds",270,0.1,0.8,0.2,0.1,0.2,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5,arsa with fennel seeds,rice flour,0.9,1
Jharkhand Style Mixed Vegetable Curry,Jharkhand,"seasonal vegetables, spices, mustard oil",140,0.6,0.1,0.5,0.2,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.9,jharkhand style mixed vegetable curry,seasonal vegetables,0.9,10
Mahua Juice,Jharkhand,"mahua flowers, water, sugar",100,0.1,0.6,0.1,0.2,0.3,1,20,10,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7,mahua juice,mahua flowers,0.5,3
Kurkuri Bhindi,Jharkhand,"okra, gram flour, spices",180,0.6,0.1,0.6,0.1,0.2,1,15,20,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7,kurkuri bhindi,okra,0.9,0
Jharkhand Style Paneer Tikka,Jharkhand,"paneer, yogurt, spices",220,0.7,0.1,0.6,0.2,0.1,1,30,15,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7,jharkhand style paneer tikka,paneer,0.9,0
Karela Biryani,Jharkhand,"rice, bitter gourd, spices",280,0.7,0.1,0.6,0.2,0.5,1,40,50,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,karela biryani,rice,0.5,5
Palak Paneer Rolls,Jharkhand,"spinach, paneer, wheat flour",220,0.5,0.2,0.5,0.1,0.2,1,25,20,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,high,0.8,palak paneer rolls,spinach,0.9,10
Tamarind Rice,Jharkhand,"rice, tamarind, peanuts",250,0.6,0.2,0.7,0.8,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,tamarind rice,rice,0.9,5
Jackfruit Curry,Jharkhand,"green jackfruit, coconut milk, spices",180,0.6,0.2,0.5,0.1,0.1,1,30,40,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,jackfruit curry,green jackfruit,0.5,0
Kodo Millet Upma,Jharkhand,"kodo millet, vegetables, spices",200,0.4,0.1,0.5,0.1,0.1,1,15,20,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,med,0.9,kodo millet upma,kodo millet,0.5,0
Lentil Stuffed Paratha,Jharkhand,"wheat flour, mixed lentils, spices",260,0.5,0.1,0.6,0.1,0.2,1,30,20,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.7,lentil stuffed paratha,wheat flour,0.9,7
Spiced Pumpkin Soup,Jharkhand,"pumpkin, ginger, coconut milk",120,0.4,0.3,0.4,0.1,0.1,1,20,30,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,med,0.9,spiced pumpkin soup,pumpkin,0.5,10
Mustard Fish Curry,Jharkhand,"fish, mustard seeds, mustard oil",220,0.8,0.1,0.7,0.3,0.2,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,mustard fish curry,fish,0.9,13
Sattu Laddoo,Jharkhand,"roasted gram flour, jaggery, ghee",300,0.1,0.8,0.2,0.1,0.2,1,20,10,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.6,sattu laddoo,roasted flour,0.9,14
Bamboo Shoot Fritters,Jharkhand,"bamboo shoots, gram flour, spices",180,0.6,0.1,0.5,0.2,0.2,1,20,15,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7,bamboo shoot fritters,bamboo shoots,0.5,11
Mahua Flower Ice Cream,Jharkhand,"mahua flowers, milk, sugar",200,0.1,0.8,0.1,0.2,0.2,1,30,240,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.5,mahua flower ice cream,mahua flowers,0.9,3
Chironji Nut Curry,Jharkhand,"chironji nuts, tomatoes, spices",240,0.6,0.2,0.5,0.2,0.2,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,chironji nut curry,chironji nuts,0.5,10
Mango Leaf Tea,Jharkhand,"mango leaves, tea leaves, spices",30,0.2,0.3,0.1,0.3,0.4,1,10,10,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,med,0.8,mango leaf tea,mango leaves,0.5,11
Wild Mushroom Risotto,Jharkhand,"rice, wild mushrooms, spices",260,0.5,0.1,0.6,0.2,0.2,1,20,40,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,wild mushroom risotto,rice,0.9,5
Tamarind-Date Chutney,Jharkhand,"tamarind, dates, jaggery",100,0.3,0.7,0.4,0.8,0.1,1,15,20,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,high,0.7,tamarind-date chutney,tamarind,0.9,2
Ragi Dosa,Jharkhand,"finger millet flour, rice, urad dal",180,0.2,0.1,0.4,0.2,0.2,1,480,10,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,high,0.9,ragi dosa,finger millet flour,0.9,7
Cashew Curry,Jharkhand,"cashews, coconut milk, spices",300,0.6,0.2,0.5,0.1,0.1,1,15,25,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,cashew curry,cashews,0.9,10
Sohrai Pitha,Jharkhand,"rice flour, jaggery, sesame seeds",260,0.1,0.7,0.2,0.1,0.2,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6,sohrai pitha,rice flour,0.9,1
Smoked Bamboo Rice,Jharkhand,"rice, bamboo shoots, spices",220,0.5,0.1,0.5,0.2,0.2,1,20,40,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,smoked bamboo rice,rice,0.5,5
Kusum Flower Fritters,Jharkhand,"kusum flowers, gram flour, spices",160,0.4,0.2,0.5,0.1,0.3,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7,kusum flower fritters,kusum flowers,0.5,11
